,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
5237, Prokshino ,10579637,10,walk,developer                 ,0,8,3,16,2,56,56,56
5238, Prokshino ,14648018,10,walk,developer                 ,0,1,3,16,2,9,30,11
5239, Prokshino ,12215188,10,walk,developer                 ,0,7,2,16,2,56,56,56
5240, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5241, Prokshino ,9236475,10,walk,developer                 ,0,7,2,16,1,56,56,56
5242, Prokshino ,11335339,10,walk,developer                 ,0,8,3,16,2,56,56,56
5243, Prokshino ,16765141,10,walk,developer                 ,0,8,12,12,,56,56,56
5244, Prokshino ,13496101,10,walk,developer                 ,0,9,2,16,2,7,30,10
5245, Prokshino ,15173880,10,walk,developer                 ,0,5,11,12,3,56,56,56
5246, Prokshino ,14211311,10,walk,developer                 ,0,6,12,12,,56,56,56
5247, Prokshino ,7278467,10,walk,developer                 ,0,4,11,12,1,56,56,56
5248, Prokshino ,7347794,10,walk,developer                 ,0,3,12,12,1,56,56,56
5249, Prokshino ,7278467,10,walk,developer                 ,0,6,12,12,1,56,56,56
5250, Prokshino ,14250750,10,walk,developer                 ,0,8,11,12,,56,56,56
5251, Prokshino ,11460728,10,walk,developer                 ,0,7,2,16,2,56,56,56
5252, Prokshino ,7347794,10,walk,developer                 ,0,1,11,12,1,56,56,56
5253, Prokshino ,15123818,10,walk,developer                 ,0,1,12,12,3,56,56,56
5254, Prokshino ,11102216,10,walk,developer                 ,0,6,12,12,2,56,56,56
5255, Prokshino ,7319695,10,walk,developer                 ,0,8,9,12,1,56,56,56
5256, Prokshino ,15100071,10,walk,developer                 ,0,8,10,12,3,56,56,56
5257, Prokshino ,11034550,10,walk,developer                 ,0,5,9,12,2,56,56,56
5258, Prokshino ,7242017,10,walk,developer                 ,0,7,10,12,1,56,56,56
5259, Prokshino ,16871280,10,walk,developer                 ,0,4,10,12,,56,56,56
5260, Prokshino ,14115241,10,walk,developer                 ,0,6,9,12,2,56,56,56
5261, Prokshino ,11102216,10,walk,developer                 ,0,7,11,12,2,56,56,56
5262, Prokshino ,7229250,10,walk,developer                 ,0,8,9,12,1,56,56,56
5263, Prokshino ,11084021,10,walk,developer                 ,0,1,10,12,2,56,56,56
5264, Prokshino ,15032494,10,walk,developer                 ,0,8,9,12,3,56,56,56
5265, Prokshino ,14188227,10,walk,developer                 ,0,8,10,12,,56,56,56
5266, Prokshino ,10950595,10,walk,developer                 ,0,9,7,12,2,56,56,56
5267, Prokshino ,7192605,10,walk,developer                 ,0,9,8,12,1,56,56,56
5268, Prokshino ,14091272,10,walk,developer                 ,0,3,8,12,2,56,56,56
5269, Prokshino ,16641112,10,walk,developer                 ,0,8,7,12,3,56,56,56
5270,Outskirts,12716999,0,walk,developer                 ,0,1,8,52,1,56,56,56
5271, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5272, Prokshino ,13949988,10,walk,developer                 ,0,7,6,12,2,56,56,56
5273, Prokshino ,16710903,10,walk,developer                 ,0,5,8,12,3,56,56,56
5274, Prokshino ,14909238,10,walk,developer                 ,0,4,7,12,3,56,56,56
5275, Prokshino ,14976986,10,walk,developer                 ,0,6,8,12,3,56,56,56
5276, Prokshino ,10980900,10,walk,developer                 ,0,7,8,12,2,56,56,56
5277, Prokshino ,14023256,10,walk,developer                 ,0,1,7,12,2,56,56,56
5278, Prokshino ,16787258,10,walk,developer                 ,0,1,9,12,3,56,56,56
5279, Prokshino ,7160265,10,walk,developer                 ,0,5,7,12,1,56,56,56
5280, Prokshino ,13819156,10,walk,developer                 ,0,7,4,12,2,56,56,56
5281, Prokshino ,16564656,10,walk,developer                 ,0,8,6,12,3,56,56,56
5282, Prokshino ,7371306,10,walk,developer                 ,0,5,4,12,1,56,56,56
5283, Prokshino ,14797339,10,walk,developer                 ,0,6,5,12,3,56,56,56
5284, Prokshino ,7089138,10,walk,developer                 ,0,4,5,12,1,56,56,56
5285, Prokshino ,7123620,10,walk,developer                 ,0,6,6,12,1,56,56,56
5286, Prokshino ,14723229,10,walk,developer                 ,0,8,4,12,3,56,56,56
5287, Prokshino ,13887172,10,walk,developer                 ,0,8,5,12,2,56,56,56
5288, Prokshino ,14835370,10,walk,developer                 ,0,1,6,12,3,56,56,56
5289, Prokshino ,16502209,10,walk,developer                 ,0,8,5,12,3,56,56,56
5290, Prokshino ,10896850,10,walk,developer                 ,0,8,6,12,2,56,56,56
5291, Prokshino ,16170665,10,walk,developer                 ,0,8,2,12,3,56,56,56
5292, Prokshino ,7310909,10,walk,developer                 ,0,8,3,12,1,56,56,56
5293, Prokshino ,16355187,10,walk,developer                 ,0,7,3,12,3,56,56,56
5294, Prokshino ,28094352,10,walk,developer                 ,0,4,2,12,5,56,56,56
5295, Prokshino ,10808080,10,walk,developer                 ,0,4,4,12,2,56,56,56
5296, Prokshino ,7113004,10,walk,developer                 ,0,5,2,12,1,56,56,56
5297, Prokshino ,16425652,10,walk,developer                 ,0,5,4,12,3,56,56,56
5298, Prokshino ,10754200,10,walk,developer                 ,0,7,3,12,2,56,56,56
5299, Prokshino ,25524095,10,walk,developer                 ,0,2,2,12,,56,56,56
5300, Prokshino ,7270921,10,walk,developer                 ,0,1,4,12,1,56,56,56
5301, Prokshino ,10833922,10,walk,developer                 ,0,6,2,12,2,56,56,56
5302, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5303, Prokshino ,7391731,10,walk,developer                 ,0,5,3,12,1,56,56,56
5304, Prokshino ,17303612,10,walk,developer                 ,0,8,9,10,4,56,56,56
5305, Prokshino ,7973784,10,walk,developer                 ,0,7,9,10,1,56,56,56
5306, Prokshino ,10138437,10,walk,developer                 ,0,7,10,10,1,4,12,11
5307, Prokshino ,10897209,10,walk,developer                 ,0,4,9,10,2,56,56,56
5308, Prokshino ,15351309,10,walk,developer                 ,0,4,10,10,4,56,56,56
5309, Prokshino ,13935902,10,walk,developer                 ,0,6,9,10,2,56,56,56
5310, Prokshino ,10897209,10,walk,developer                 ,0,7,10,10,2,56,56,56
5311, Prokshino ,10138437,10,walk,developer                 ,0,8,9,10,1,4,12,11
5312, Prokshino ,17289485,10,walk,developer                 ,0,9,10,10,4,56,56,56
5313, Prokshino ,15351309,10,walk,developer                 ,0,1,9,10,4,56,56,56
5314, Prokshino ,7973784,10,walk,developer                 ,0,1,10,10,1,56,56,56
5315, Prokshino ,13935902,10,walk,developer                 ,0,7,10,10,,56,56,56
5316, Prokshino ,7899888,10,walk,developer                 ,0,8,7,10,1,56,56,56
5317, Prokshino ,10086252,10,walk,developer                 ,0,7,8,10,1,4,12,11
5318, Prokshino ,10815358,10,walk,developer                 ,0,6,7,10,2,56,56,56
5319, Prokshino ,15280350,10,walk,developer                 ,0,5,8,10,4,56,56,56
5320, Prokshino ,13865662,10,walk,developer                 ,0,4,8,10,2,56,56,56
5321, Prokshino ,17137319,10,walk,developer                 ,0,5,7,10,4,56,56,56
5322, Prokshino ,15237428,10,walk,developer                 ,0,8,7,10,4,56,56,56
5323, Prokshino ,7934376,10,walk,developer                 ,0,7,8,10,1,56,56,56
5324, Prokshino ,10848569,10,walk,developer                 ,0,1,8,10,2,56,56,56
5325, Prokshino ,10063271,10,walk,developer                 ,0,7,7,10,1,5,12,12
5326, Prokshino ,17216491,10,walk,developer                 ,0,6,8,10,4,56,56,56
5327, Prokshino ,10709754,10,walk,developer                 ,0,8,5,10,2,56,56,56
5328, Prokshino ,13791006,10,walk,developer                 ,0,6,6,10,2,56,56,56
5329, Prokshino ,17050198,10,walk,developer                 ,0,4,6,10,4,56,56,56
5330, Prokshino ,17006185,10,walk,developer                 ,0,1,5,10,4,56,56,56
5331, Prokshino ,13850784,10,walk,developer                 ,0,0,7,10,2,56,56,56
5332, Prokshino ,7860456,10,walk,developer                 ,0,6,6,10,1,56,56,56
5333, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5334, Prokshino ,15166248,10,walk,developer                 ,0,8,6,10,4,56,56,56
5335, Prokshino ,9962393,10,walk,developer                 ,0,4,5,10,1,5,12,12
5336, Prokshino ,7821048,10,walk,developer                 ,0,6,5,10,1,56,56,56
5337, Prokshino ,10010969,10,walk,developer                 ,0,6,6,10,1,5,12,12
5338, Prokshino ,10766633,10,walk,developer                 ,0,8,6,10,2,56,56,56
5339, Prokshino ,15095068,10,walk,developer                 ,0,7,5,10,4,56,56,56
5340, Prokshino ,13674965,10,walk,developer                 ,0,9,4,10,2,56,56,56
5341, Prokshino ,9886327,10,walk,developer                 ,0,7,3,10,1,6,12,12
5342, Prokshino ,16918843,10,walk,developer                 ,0,6,4,10,4,56,56,56
5343, Prokshino ,14996502,10,walk,developer                 ,0,4,3,10,4,56,56,56
5344, Prokshino ,7951093,10,walk,developer                 ,0,4,4,10,1,56,56,56
5345, Prokshino ,10627074,10,walk,developer                 ,0,5,3,10,2,56,56,56
5346, Prokshino ,15040813,10,walk,developer                 ,0,5,4,10,4,56,56,56
5347, Prokshino ,16852833,10,walk,developer                 ,0,9,3,10,4,56,56,56
5348, Prokshino ,13720374,10,walk,developer                 ,0,7,5,10,2,56,56,56
5349, Prokshino ,7931092,10,walk,developer                 ,0,1,3,10,1,56,56,56
5350, Prokshino ,10660989,10,walk,developer                 ,0,8,4,10,2,56,56,56
5351, Prokshino ,11034550,10,walk,developer                 ,0,7,10,10,2,56,56,56
5352, Prokshino ,16746458,10,walk,developer                 ,0,9,2,10,4,56,56,56
5353, Prokshino ,10207800,10,walk,developer                 ,0,5,10,10,1,56,56,56
5354, Prokshino ,7747244,10,walk,developer                 ,0,6,2,10,1,56,56,56
5355, Prokshino ,16567764,10,walk,developer                 ,0,4,9,10,3,56,56,56
5356, Prokshino ,10692916,10,walk,developer                 ,0,4,2,10,2,56,56,56
5357, Prokshino ,12956432,10,walk,developer                 ,0,6,2,10,2,56,56,56
5358, Prokshino ,7934206,10,walk,developer                 ,0,8,10,10,1,56,56,56
5359, Prokshino ,15006431,10,walk,developer                 ,0,1,10,10,3,56,56,56
5360, Prokshino ,14879970,10,walk,developer                 ,0,1,2,10,4,56,56,56
5361, Prokshino ,16567764,10,walk,developer                 ,0,8,10,10,,56,56,56
5362, Prokshino ,13623929,10,walk,developer                 ,0,7,3,10,2,56,56,56
5363, Prokshino ,10207800,10,walk,developer                 ,0,9,9,10,1,56,56,56
5364, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5365, Prokshino ,16439677,10,walk,developer                 ,0,9,7,10,3,56,56,56
5366, Prokshino ,16485403,10,walk,developer                 ,0,6,8,10,3,56,56,56
5367, Prokshino ,7897554,10,walk,developer                 ,0,4,8,10,1,56,56,56
5368, Prokshino ,10158588,10,walk,developer                 ,0,6,8,10,1,56,56,56
5369, Prokshino ,11034550,10,walk,developer                 ,0,6,9,10,2,56,56,56
5370, Prokshino ,10969760,10,walk,developer                 ,0,8,7,10,2,56,56,56
5371, Prokshino ,15006431,10,walk,developer                 ,0,8,9,10,3,56,56,56
5372, Prokshino ,10980900,10,walk,developer                 ,0,1,8,10,2,56,56,56
5373, Prokshino ,14934313,10,walk,developer                 ,0,8,8,10,3,56,56,56
5374, Prokshino ,7934206,10,walk,developer                 ,0,6,9,10,1,56,56,56
5375, Prokshino ,7860456,10,walk,developer                 ,0,7,6,10,1,56,56,56
5376, Prokshino ,14840340,10,walk,developer                 ,0,3,6,10,3,56,56,56
5377, Prokshino ,7899888,10,walk,developer                 ,0,5,7,10,1,56,56,56
5378, Prokshino ,10861960,10,walk,developer                 ,0,4,5,10,2,56,56,56
5379, Prokshino ,14912760,10,walk,developer                 ,0,4,7,10,3,56,56,56
5380, Prokshino ,7821048,10,walk,developer                 ,0,6,5,10,1,56,56,56
5381, Prokshino ,16357094,10,walk,developer                 ,0,6,6,10,3,56,56,56
5382, Prokshino ,10080492,10,walk,developer                 ,0,8,6,10,1,56,56,56
5383, Prokshino ,16282047,10,walk,developer                 ,0,1,5,10,3,56,56,56
5384, Prokshino ,10126050,10,walk,developer                 ,0,1,7,10,1,56,56,56
5385, Prokshino ,10915880,10,walk,developer                 ,0,6,6,10,2,56,56,56
5386, Prokshino ,14792473,10,walk,developer                 ,0,8,5,10,3,56,56,56
5387, Prokshino ,10830930,10,walk,developer                 ,0,6,4,10,2,56,56,56
5388, Prokshino ,15981696,10,walk,developer                 ,0,4,2,10,3,56,56,56
5389, Prokshino ,10816964,10,walk,developer                 ,0,6,2,10,2,56,56,56
5390, Prokshino ,7931092,10,walk,developer                 ,0,8,3,10,1,56,56,56
5391, Prokshino ,16221180,10,walk,developer                 ,0,8,4,10,3,56,56,56
5392, Prokshino ,14665623,10,walk,developer                 ,0,1,3,10,3,56,56,56
5393, Prokshino ,16160091,10,walk,developer                 ,0,7,3,10,3,56,56,56
5394, Prokshino ,10031107,10,walk,developer                 ,0,7,5,10,1,56,56,56
5395, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5396, Prokshino ,14732264,10,walk,developer                 ,0,5,4,10,3,56,56,56
5397, Prokshino ,7951093,10,walk,developer                 ,0,1,4,10,1,56,56,56
5398, Prokshino ,10772745,10,walk,developer                 ,0,8,3,10,2,56,56,56
5399, Prokshino ,11699440,10,walk,developer                 ,0,7,14,15,2,56,56,56
5400, Prokshino ,14113662,10,walk,developer                 ,0,7,15,15,,56,56,56
5401, Prokshino ,11214837,10,walk,developer                 ,0,4,14,15,2,56,56,56
5402, Prokshino ,8376943,10,walk,developer                 ,0,3,15,15,1,56,56,56
5403, Prokshino ,11214837,10,walk,developer                 ,0,6,15,15,2,56,56,56
5404, Prokshino ,14113662,10,walk,developer                 ,0,8,14,15,,56,56,56
5405, Prokshino ,14151433,10,walk,developer                 ,0,8,2,10,3,56,56,56
5406, Prokshino ,8376943,10,walk,developer                 ,0,1,14,15,1,56,56,56
5407, Prokshino ,11699440,10,walk,developer                 ,0,1,15,15,2,56,56,56
5408, Prokshino ,15831138,10,walk,developer                 ,0,9,15,15,4,56,56,56
5409, Prokshino ,7731253,10,walk,developer                 ,0,7,2,10,1,56,56,56
5410, Prokshino ,14954416,10,walk,developer                 ,0,7,15,15,3,56,56,56
5411, Prokshino ,11134152,10,walk,developer                 ,0,6,12,15,2,56,56,56
5412, Prokshino ,8361582,10,walk,developer                 ,0,6,13,15,1,56,56,56
5413, Prokshino ,15814769,10,walk,developer                 ,0,4,13,15,4,56,56,56
5414, Prokshino ,14908397,10,walk,developer                 ,0,5,13,15,3,56,56,56
5415, Prokshino ,8320175,10,walk,developer                 ,0,8,12,15,1,56,56,56
5416, Prokshino ,11691245,10,walk,developer                 ,0,8,13,15,2,56,56,56
5417, Prokshino ,11185338,10,walk,developer                 ,0,1,13,15,2,56,56,56
5418, Prokshino ,14020410,10,walk,developer                 ,0,5,12,15,2,56,56,56
5419, Prokshino ,14954416,10,walk,developer                 ,0,8,14,15,3,56,56,56
5420, Prokshino ,11637096,10,walk,developer                 ,0,9,12,15,2,56,56,56
5421, Prokshino ,14087118,10,walk,developer                 ,0,8,13,15,2,56,56,56
5422, Prokshino ,11082928,10,walk,developer                 ,0,8,11,15,2,56,56,56
5423, Prokshino ,15746246,10,walk,developer                 ,0,1,12,15,4,56,56,56
5424, Prokshino ,11587087,10,walk,developer                 ,0,8,11,15,2,56,56,56
5425, Prokshino ,8281212,10,walk,developer                 ,0,8,11,15,1,56,56,56
5426, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5427, Prokshino ,15671533,10,walk,developer                 ,0,8,11,15,4,56,56,56
5428, Prokshino ,13892145,10,walk,developer                 ,0,4,10,15,2,56,56,56
5429, Prokshino ,14839334,10,walk,developer                 ,0,4,12,15,3,56,56,56
5430, Prokshino ,11553244,10,walk,developer                 ,0,6,10,15,2,56,56,56
5431, Prokshino ,13958853,10,walk,developer                 ,0,6,11,15,2,56,56,56
5432, Prokshino ,14775605,10,walk,developer                 ,0,1,11,15,3,56,56,56
5433, Prokshino ,8265098,10,walk,developer                 ,0,7,10,15,1,56,56,56
5434, Prokshino ,13763829,10,walk,developer                 ,0,5,8,15,2,56,56,56
5435, Prokshino ,14723710,10,walk,developer                 ,0,6,10,15,3,56,56,56
5436, Prokshino ,11494769,10,walk,developer                 ,0,4,9,15,2,56,56,56
5437, Prokshino ,13723978,10,walk,developer                 ,0,7,7,15,2,56,56,56
5438, Prokshino ,14654517,10,walk,developer                 ,0,8,9,15,3,56,56,56
5439, Prokshino ,15621954,10,walk,developer                 ,0,8,10,15,4,56,56,56
5440,Outskirts,25679318,0,walk,developer                 ,0,2,12,19,3,56,56,56
5441, Prokshino ,11444676,10,walk,developer                 ,0,1,8,15,2,56,56,56
5442, Prokshino ,13830537,10,walk,developer                 ,0,1,9,15,2,56,56,56
5443, Prokshino ,15478486,10,walk,developer                 ,0,7,8,15,4,56,56,56
5444, Prokshino ,11001527,10,walk,developer                 ,0,8,9,15,2,56,56,56
5445, Prokshino ,14607595,10,walk,developer                 ,0,7,8,15,3,56,56,56
5446, Prokshino ,15547120,10,walk,developer                 ,0,9,9,15,4,56,56,56
5447, Prokshino ,8130617,10,walk,developer                 ,0,7,6,15,1,56,56,56
5448, Prokshino ,11410253,10,walk,developer                 ,0,6,7,15,2,56,56,56
5449, Prokshino ,15353480,10,walk,developer                 ,0,4,6,15,4,56,56,56
5450, Prokshino ,15422225,10,walk,developer                 ,0,4,7,15,4,56,56,56
5451, Prokshino ,11359995,10,walk,developer                 ,0,8,6,15,2,56,56,56
5452, Prokshino ,8169911,10,walk,developer                 ,0,1,7,15,1,56,56,56
5453, Prokshino ,14577066,10,walk,developer                 ,0,7,7,15,3,56,56,56
5454, Prokshino ,13657139,10,walk,developer                 ,0,8,6,15,2,56,56,56
5455, Prokshino ,11270583,10,walk,developer                 ,0,8,4,15,2,56,56,56
5456, Prokshino ,13616845,10,walk,developer                 ,0,8,5,15,2,56,56,56
5457, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5458, Prokshino ,15258110,10,walk,developer                 ,0,6,4,15,4,56,56,56
5459, Prokshino ,13520050,10,walk,developer                 ,0,4,3,15,2,56,56,56
5460, Prokshino ,11239501,10,walk,developer                 ,0,6,3,15,2,56,56,56
5461, Prokshino ,13571210,10,walk,developer                 ,0,6,4,15,2,56,56,56
5462, Prokshino ,8093763,10,walk,developer                 ,0,8,5,15,1,56,56,56
5463, Prokshino ,13616845,10,walk,developer                 ,0,8,5,15,2,56,56,56
5464, Prokshino ,8265377,10,walk,developer                 ,0,8,4,15,1,56,56,56
5465, Prokshino ,11325177,10,walk,developer                 ,0,8,5,15,2,56,56,56
5466, Prokshino ,15403192,10,walk,developer                 ,0,7,15,15,3,56,56,56
5467, Prokshino ,14406045,10,walk,developer                 ,0,7,3,15,3,56,56,56
5468, Prokshino ,11294240,10,walk,developer                 ,0,3,2,15,2,56,56,56
5469, Prokshino ,13532446,10,walk,developer                 ,0,1,2,15,2,56,56,56
5470, Prokshino ,10869188,10,walk,developer                 ,0,6,2,15,2,56,56,56
5471, Prokshino ,8246712,10,walk,developer                 ,0,7,3,15,1,56,56,56
5472, Prokshino ,16374498,10,walk,developer                 ,0,8,2,15,4,56,56,56
5473, Prokshino ,10753843,10,walk,developer                 ,0,8,3,15,2,56,56,56
5474, Prokshino ,8379227,10,walk,developer                 ,0,6,14,15,1,56,56,56
5475, Prokshino ,17550950,10,walk,developer                 ,0,4,14,15,3,56,56,56
5476, Prokshino ,8379227,10,walk,developer                 ,0,4,15,15,1,56,56,56
5477, Prokshino ,15331496,10,walk,developer                 ,0,5,13,15,3,56,56,56
5478, Prokshino ,11851765,10,walk,developer                 ,0,7,15,15,2,56,56,56
5479, Prokshino ,10933054,10,walk,developer                 ,0,8,14,15,1,7,14,11
5480, Prokshino ,11851765,10,walk,developer                 ,0,1,14,15,2,56,56,56
5481, Prokshino ,10933054,10,walk,developer                 ,0,1,15,15,1,7,14,11
5482, Prokshino ,17550950,10,walk,developer                 ,0,6,15,15,3,56,56,56
5483, Prokshino ,15403192,10,walk,developer                 ,0,9,14,15,3,56,56,56
5484, Prokshino ,17508826,10,walk,developer                 ,0,10,13,15,,56,56,56
5485, Prokshino ,10856171,10,walk,developer                 ,0,4,12,15,1,8,14,11
5486, Prokshino ,8326284,10,walk,developer                 ,0,6,12,15,1,56,56,56
5487, Prokshino ,8363138,10,walk,developer                 ,0,9,13,15,1,56,56,56
5488, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5489, Prokshino ,11818730,10,walk,developer                 ,0,8,13,15,2,56,56,56
5490, Prokshino ,15409192,10,walk,developer                 ,0,1,12,15,3,56,56,56
5491, Prokshino ,11768350,10,walk,developer                 ,0,5,12,15,2,56,56,56
5492, Prokshino ,10906076,10,walk,developer                 ,0,6,13,15,1,8,14,11
5493, Prokshino ,10806230,10,walk,developer                 ,0,6,11,15,1,8,14,11
5494, Prokshino ,8286989,10,walk,developer                 ,0,1,11,15,1,56,56,56
5495, Prokshino ,11713803,10,walk,developer                 ,0,4,11,15,2,56,56,56
5496, Prokshino ,15337436,10,walk,developer                 ,0,8,11,15,3,56,56,56
5497, Prokshino ,17426686,10,walk,developer                 ,0,7,12,15,,56,56,56
5498, Prokshino ,11675967,10,walk,developer                 ,0,6,10,15,2,56,56,56
5499, Prokshino ,17285672,10,walk,developer                 ,0,1,10,15,,56,56,56
5500, Prokshino ,15213615,10,walk,developer                 ,0,4,9,15,3,56,56,56
5501, Prokshino ,17210926,10,walk,developer                 ,0,8,9,15,3,56,56,56
5502, Prokshino ,8247671,10,walk,developer                 ,0,7,10,15,1,56,56,56
5503, Prokshino ,10750752,10,walk,developer                 ,0,6,9,15,1,36,14,11
5504, Prokshino ,17352041,10,walk,developer                 ,0,6,11,15,,56,56,56
5505, Prokshino ,15285431,10,walk,developer                 ,0,7,10,15,3,56,56,56
5506, Prokshino ,11625500,10,walk,developer                 ,0,8,9,15,2,56,56,56
5507, Prokshino ,10797084,10,walk,developer                 ,0,11,10,15,1,36,14,11
5508, Prokshino ,15008484,10,walk,developer                 ,0,6,5,15,3,56,56,56
5509, Prokshino ,15147748,10,walk,developer                 ,0,5,8,15,3,56,56,56
5510, Prokshino ,8099256,10,walk,developer                 ,0,4,5,15,1,56,56,56
5511, Prokshino ,17084862,10,walk,developer                 ,0,1,7,15,3,56,56,56
5512, Prokshino ,15061647,10,walk,developer                 ,0,4,6,15,3,56,56,56
5513, Prokshino ,8193650,10,walk,developer                 ,0,4,8,15,1,56,56,56
5514, Prokshino ,17009840,10,walk,developer                 ,0,8,6,15,3,56,56,56
5515, Prokshino ,8176047,10,walk,developer                 ,0,8,7,15,1,56,56,56
5516, Prokshino ,8136397,10,walk,developer                 ,0,8,6,15,1,56,56,56
5517, Prokshino ,17128676,10,walk,developer                 ,0,6,8,15,3,56,56,56
5518, Prokshino ,15127845,10,walk,developer                 ,0,8,7,15,3,56,56,56
5519, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5520, Prokshino ,10943059,10,walk,developer                 ,0,6,12,12,,56,56,56
5521, Prokshino ,14822339,10,walk,developer                 ,0,6,2,15,3,56,56,56
5522, Prokshino ,8047566,10,walk,developer                 ,0,4,2,15,1,56,56,56
5523, Prokshino ,16867582,10,walk,developer                 ,0,4,4,15,3,56,56,56
5524, Prokshino ,10627200,10,walk,developer                 ,0,1,2,15,1,4,14,14
5525, Prokshino ,16441534,10,walk,developer                 ,0,8,12,12,3,56,56,56
5526, Prokshino ,16799955,10,walk,developer                 ,0,7,3,15,3,56,56,56
5527, Prokshino ,11424972,10,walk,developer                 ,0,6,2,15,2,56,56,56
5528, Prokshino ,16647735,10,walk,developer                 ,0,7,2,15,3,56,56,56
5529, Prokshino ,16927369,10,walk,developer                 ,0,7,5,15,3,56,56,56
5530, Prokshino ,7977984,10,walk,developer                 ,0,7,12,12,1,56,56,56
5531, Prokshino ,8247590,10,walk,developer                 ,0,9,3,15,1,56,56,56
5532, Prokshino ,8289002,10,walk,developer                 ,0,6,11,12,1,56,56,56
5533, Prokshino ,17602480,10,walk,developer                 ,0,5,11,12,3,70,39,12
5534, Prokshino ,21571735,10,walk,developer                 ,0,4,12,12,4,56,56,56
5535, Prokshino ,21588723,10,walk,developer                 ,0,2,11,12,4,56,56,56
5536, Prokshino ,8266920,10,walk,developer                 ,0,1,12,12,1,56,56,56
5537, Prokshino ,10965075,10,walk,developer                 ,0,8,11,12,,56,56,56
5538, Prokshino ,7964975,10,walk,developer                 ,0,7,10,12,1,56,56,56
5539, Prokshino ,17584394,10,walk,developer                 ,0,5,12,12,3,9,39,12
5540, Prokshino ,16402677,10,walk,developer                 ,0,8,10,12,3,56,56,56
5541, Prokshino ,7950413,10,walk,developer                 ,0,7,11,12,1,56,56,56
5542, Prokshino ,10910354,10,walk,developer                 ,0,8,10,12,,56,56,56
5543, Prokshino ,16480046,10,walk,developer                 ,0,8,11,12,3,56,56,56
5544, Prokshino ,16273223,10,walk,developer                 ,0,4,8,12,3,56,56,56
5545, Prokshino ,7890207,10,walk,developer                 ,0,1,8,12,1,56,56,56
5546, Prokshino ,21392411,10,walk,developer                 ,0,7,9,12,4,56,56,56
5547, Prokshino ,8249406,10,walk,developer                 ,0,8,10,12,1,56,56,56
5548, Prokshino ,16331719,10,walk,developer                 ,0,6,9,12,3,56,56,56
5549, Prokshino ,10881183,10,walk,developer                 ,0,7,9,12,1,56,56,56
5550, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
5551, Prokshino ,17454570,10,walk,developer                 ,0,6,9,12,3,70,39,12
5552, Prokshino ,21486285,10,walk,developer                 ,0,6,10,12,4,56,56,56
5553, Prokshino ,7926587,10,walk,developer                 ,0,4,9,12,1,56,56,56
5554, Prokshino ,17524990,10,walk,developer                 ,0,1,10,12,3,70,39,12
5555, Prokshino ,8233977,10,walk,developer                 ,0,8,9,12,1,56,56,56
5556, Prokshino ,7851819,10,walk,developer                 ,0,6,7,12,1,56,56,56
5557, Prokshino ,10800633,10,walk,developer                 ,0,4,7,12,1,56,56,56
5558, Prokshino ,16195670,10,walk,developer                 ,0,1,7,12,3,56,56,56
5559, Prokshino ,7813431,10,walk,developer                 ,0,9,6,12,1,56,56,56
5560, Prokshino ,17423293,10,walk,developer                 ,0,8,8,12,3,3,39,12
5561, Prokshino ,8154480,10,walk,developer                 ,0,7,7,12,1,56,56,56
5562, Prokshino ,10851730,10,walk,developer                 ,0,6,8,12,1,56,56,56
5563, Prokshino ,21237590,10,walk,developer                 ,0,6,7,12,4,56,56,56
5564, Prokshino ,8194217,10,walk,developer                 ,0,8,8,12,1,56,56,56
5565, Prokshino ,17338370,10,walk,developer                 ,0,8,7,12,3,3,39,12
5566, Prokshino ,21323185,10,walk,developer                 ,0,8,8,12,4,56,56,56
5567, Prokshino ,17175696,10,walk,developer                 ,0,4,5,12,3,3,39,12
5568, Prokshino ,8135810,10,walk,developer                 ,0,4,6,12,1,56,56,56
5569, Prokshino ,21073283,10,walk,developer                 ,0,2,5,12,4,56,56,56
5570, Prokshino ,10774656,10,walk,developer                 ,0,1,6,12,1,56,56,56
5571, Prokshino ,16065612,10,walk,developer                 ,0,8,5,12,3,56,56,56
5572, Prokshino ,21134995,10,walk,developer                 ,0,5,6,12,4,56,56,56
5573, Prokshino ,15988002,10,walk,developer                 ,0,7,4,12,3,56,56,56
5574, Prokshino ,17260548,10,walk,developer                 ,0,6,6,12,3,3,39,12
5575, Prokshino ,8242179,10,walk,developer                 ,0,7,4,12,1,56,56,56
5576, Prokshino ,7801109,10,walk,developer                 ,0,8,5,12,1,56,56,56
