,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
321, Sportivnaia ,8400000,11,walk,realtor                 ,0,9,8,9,1,35,21,7
322, Volgogradskii prospekt ,8600000,11,walk,realtor                 ,0,11,8,24,1,42,22,15
323, Nagornaia ,9300000,5,walk,realtor                 ,0,0,5,25,1,41,20,9
324, Timiriazevskaia ,25500000,17,walk,realtor                 ,0,1,14,30,3,105,64,18
325, Kozhukhovskaia ,8400000,8,walk,realtor                 ,0,2,12,13,1,41,23,13
326, Olimp. derevnia ,13000000,1,walk,realtor                 ,0,0,4,8,2,69,36,11
327, Dostoevskaia ,9300000,8,walk,realtor                 ,0,0,2,5,1,36,20,8
328, Mezhdunarodnaia ,8400000,10,walk,realtor                 ,0,0,3,5,1,34,21,6
329, Buninskaia Alleia ,19500000,8,walk,realtor                 ,0,2,5,9,3,146,80,20
330, Olimp. derevnia ,10000000,1,walk,realtor                 ,0,0,4,9,1,38,24,9
331, Kakhovskaia ,22000000,6,walk,realtor                 ,0,1,16,24,2,141,119,17
332, Olimp. derevnia ,10000000,1,walk,realtor                 ,0,0,17,35,1,141,68,68
333, Aviamotornaia ,8400000,14,walk,realtor                 ,0,0,3,16,1,40,21,10
334, Bagrationovskaia ,24150000,12,walk,realtor                 ,0,0,17,28,3,130,110,15
335, VDNKh ,9100000,3,transport,realtor                 ,0,4,17,37,1,52,26,15
336, Alekseevskaia ,21000000,6,walk,realtor                 ,0,1,10,16,2,69,41,9
337, Frunzenskaia ,20500000,8,walk,realtor                 ,0,1,5,10,2,56,34,9
338, Begovaia ,16500000,4,walk,realtor                 ,0,0,16,43,2,57,42,9
339, Maiakovskaia ,8300000,13,walk,realtor                 ,0,0,4,9,1,31,19,6
340, Olimp. derevnia ,14500000,1,walk,realtor                 ,0,3,5,77,1,62,26,20
341, Aeroport ,10850000,9,walk,realtor                 ,0,0,12,14,1,39,20,8
342, Butyrskaia ,18000000,9,walk,realtor                 ,0,4,2,5,3,91,61,10
343, Olimp. derevnia ,14500000,1,walk,realtor                 ,0,4,15,28,1,55,31,12
344, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
345, Akademicheskaia ,19500000,12,walk,realtor                 ,0,5,3,6,3,91,54,9
346, Oktiabrskoe pole ,18200000,17,walk,realtor                 ,0,6,6,8,3,99,59,10
347, Altufevo ,12900000,7,walk,realtor                 ,0,4,2,15,2,72,46,15
348, Olimp. derevnia ,14500000,1,walk,realtor                 ,0,0,5,10,1,44,21,9
349, Narodnoe Opolchenie ,13300000,12,walk,realtor                 ,0,0,10,17,2,58,27,10
350, Krylatskoe ,13050000,4,transport,realtor                 ,0,0,8,22,2,59,39,10
351, Shelepikha ,8200000,7,walk,realtor                 ,0,2,4,9,1,62,39,18
352, Olimp. derevnia ,14000000,1,walk,realtor                 ,0,0,4,31,1,56,36,15
353, Ulitca Akademika Iangelia ,9000000,4,walk,realtor                 ,0,1,15,25,1,43,21,10
354, Olimp. derevnia ,13450000,1,walk,realtor                 ,0,0,16,22,2,91,71,15
355, Strogino ,15500000,21,walk,realtor                 ,0,0,13,25,3,101,83,13
356, Olimp. derevnia ,14000000,1,walk,realtor                 ,0,1,15,18,1,64,45,14
357, Bulvar Rokossovskogo ,8950000,3,transport,realtor                 ,0,3,8,17,1,45,31,9
358, Olimp. derevnia ,13500000,1,walk,realtor                 ,0,1,15,21,1,53,22,11
359, Vodnyi stadion ,8850000,14,walk,realtor                 ,0,4,17,22,1,57,42,10
360, Olimp. derevnia ,13500000,1,walk,realtor                 ,0,2,2,16,1,60,38,17
361, Akademicheskaia ,16500000,19,walk,realtor                 ,0,3,4,8,2,54,26,8
362, Bulvar Rokossovskogo ,16500000,4,transport,realtor                 ,0,1,4,29,2,74,42,12
363, Olimp. derevnia ,13500000,1,walk,realtor                 ,0,0,15,22,1,57,22,13
364, VDNKh ,13500000,3,transport,realtor                 ,0,0,16,38,1,66,31,12
365, Ulitca 1905 goda ,16500000,8,walk,realtor                 ,0,0,6,9,2,60,36,9
366, Ulitca Starokachalovskaia ,9000000,10,walk,realtor                 ,0,3,7,17,3,76,46,11
367, Shelepikha ,8200000,1,walk,realtor                 ,0,1,6,9,1,49,36,8
368, Olimp. derevnia ,25500000,1,walk,realtor                 ,0,0,5,7,3,78,47,12
369, Tushinskaia ,15500000,15,walk,realtor                 ,0,1,2,5,3,106,73,20
370, Liublino ,8200000,4,walk,realtor                 ,0,0,12,16,1,42,19,10
371, Olimp. derevnia ,13500000,1,walk,realtor                 ,0,0,12,21,1,46,21,13
372, Trubnaia ,16500000,6,walk,realtor                 ,0,1,3,8,2,69,29,8
373, Studencheskaia ,8200000,8,walk,realtor                 ,0,0,2,12,1,45,32,8
374, Olimp. derevnia ,10600000,1,walk,realtor                 ,0,3,5,8,1,44,29,10
375, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
376, Babushkinskaia ,13450000,3,transport,realtor                 ,0,2,12,21,2,71,38,12
377, Ramenki ,20500000,12,walk,realtor                 ,0,2,2,12,2,72,35,15
378, Olimp. derevnia ,10550000,1,walk,realtor                 ,0,3,9,16,1,40,20,9
379, Arbatskaia ,13500000,6,walk,realtor                 ,0,2,2,9,1,51,19,13
380, Teplyi Stan ,8100000,3,transport,realtor                 ,0,0,13,16,1,48,34,9
381, Olimp. derevnia ,10500000,1,walk,realtor                 ,0,0,3,5,1,33,20,7
382, Molodezhnaia ,13350000,5,walk,realtor                 ,0,6,12,30,1,61,31,15
383, Shelepikha ,8700000,3,walk,realtor                 ,0,1,13,17,1,39,20,7
384, Kurskaia ,16350000,14,walk,realtor                 ,0,0,4,7,2,95,70,20
385, Olimp. derevnia ,10350000,1,walk,realtor                 ,0,0,3,16,1,38,18,10
386, Ramenki ,13350000,4,walk,realtor                 ,0,0,15,21,1,52,19,11
387, Sportivnaia ,8700000,17,walk,realtor                 ,0,1,2,9,1,36,20,9
388, Ulitca Gorchakova ,12800000,9,walk,realtor                 ,0,2,4,9,2,83,37,14
389, Olimp. derevnia ,10350000,1,walk,realtor                 ,0,0,15,22,1,46,19,11
390, Marina Roshcha ,18000000,13,walk,realtor                 ,0,0,2,16,3,72,43,10
391, Prazhskaia ,8700000,3,transport,realtor                 ,0,2,13,25,1,45,18,10
392, Olimp. derevnia ,24150000,1,walk,realtor                 ,0,1,16,22,3,160,91,15
393, Bagrationovskaia ,13000000,14,transport,realtor                 ,0,0,6,19,2,59,32,9
394, Tcaritcyno ,8500000,7,transport,realtor                 ,0,0,14,45,1,81,64,12
395, Olimp. derevnia ,21000000,1,walk,realtor                 ,0,0,4,8,2,75,19,8
396, Olimp. derevnia ,7300000,1,walk,realtor                 ,0,1,6,9,2,39,24,8
397, Ramenki ,10250000,4,transport,realtor                 ,0,0,4,23,1,77,62,10
398, Frunzenskaia ,8500000,10,walk,realtor                 ,0,0,3,9,1,35,18,9
399, Otradnoe ,15500000,12,walk,realtor                 ,0,1,16,20,3,103,85,13
400, Varshavskaia ,8300000,7,walk,realtor                 ,0,8,9,14,1,41,19,10
401, Rizhskaia ,8500000,9,walk,realtor                 ,0,12,10,16,1,36,23,7
402, Frunzenskaia ,15500000,7,walk,realtor                 ,0,7,4,8,3,54,40,6
403, Shelepikha ,10200000,8,walk,realtor                 ,0,8,17,51,1,72,54,13
404, Bulvar Rokossovskogo ,8000000,10,walk,realtor                 ,0,9,12,30,1,46,22,12
405, Olimp. derevnia ,11500000,1,walk,realtor                 ,0,0,7,10,1,60,43,12
406, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
407, Novokosino ,8500000,12,walk,realtor                 ,0,3,12,17,1,55,33,10
408, Skhodnenskaia ,10200000,10,walk,realtor                 ,0,2,3,13,1,65,46,14
409, Olimp. derevnia ,9500000,1,walk,realtor                 ,0,0,4,5,1,37,20,6
410, Sevastopolskaia ,8000000,10,walk,realtor                 ,0,0,15,17,1,39,20,7
411, Olimp. derevnia ,9250000,1,walk,realtor                 ,0,0,12,16,1,39,20,10
412, Park Pobedy ,8500000,12,walk,realtor                 ,0,0,3,9,1,32,19,8
413, Olimp. derevnia ,19500000,1,walk,realtor                 ,0,1,12,14,3,118,73,13
414, Marina Roshcha ,8000000,9,walk,realtor                 ,0,0,7,14,1,40,20,10
415, Olimp. derevnia ,9200000,1,walk,realtor                 ,0,0,10,22,1,41,19,10
416, Smolenskaia ,8500000,8,walk,realtor                 ,0,0,3,7,1,102,23,13
417, Olimp. derevnia ,9500000,1,walk,realtor                 ,0,2,3,7,1,52,38,9
418, Studencheskaia ,8000000,54,walk,realtor                 ,0,0,7,25,1,45,20,12
419, Olimp. derevnia ,9200000,1,walk,realtor                 ,0,0,9,11,1,76,49,22
420, Borovskoe shosse ,8350000,6,walk,realtor                 ,0,1,14,23,1,53,23,15
421, Olimp. derevnia ,15600000,1,walk,realtor                 ,0,4,9,27,3,110,93,12
422, Fonvizinskaia ,20500000,2,walk,realtor                 ,0,1,15,26,2,65,35,14
423, Olimp. derevnia ,9200000,1,walk,realtor                 ,0,1,2,16,1,44,33,6
424, Arbatskaia ,21000000,4,walk,realtor                 ,0,1,4,7,2,47,23,8
425, Volzhskaia ,8350000,14,walk,realtor                 ,0,1,14,20,1,37,19,9
426, Olimp. derevnia ,9500000,1,walk,realtor                 ,0,0,5,21,1,46,19,10
427, Olimp. derevnia ,16900000,1,walk,realtor                 ,0,0,15,37,2,68,51,8
428, VDNKh ,11000000,3,transport,realtor                 ,0,0,10,56,1,61,31,15
429, Elektrozavodskaia ,16000000,15,walk,realtor                 ,0,0,5,16,2,72,33,17
430, Olimp. derevnia ,8300000,1,walk,realtor                 ,0,0,2,10,1,46,21,8
431, Olimp. derevnia ,9500000,1,walk,realtor                 ,0,1,3,25,1,58,42,11
432, Olimp. derevnia ,13500000,1,walk,realtor                 ,0,0,6,9,2,50,33,6
433, Belorusskaia ,16500000,7,walk,realtor                 ,0,0,3,9,2,56,36,9
434, Avtozavodskaia ,8000000,13,walk,realtor                 ,0,2,5,30,1,51,31,13
435, Olimp. derevnia ,8200000,1,walk,realtor                 ,0,0,5,17,1,39,20,8
436, Olimp. derevnia ,11500000,1,walk,realtor                 ,0,1,5,17,1,41,21,7
437, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
438, Nagatinskaia ,13050000,17,walk,realtor                 ,0,0,12,33,2,85,43,16
439, Olimp. derevnia ,9200000,1,walk,realtor                 ,0,0,2,9,1,42,30,7
440, Profsoiuznaia ,12800000,11,walk,realtor                 ,0,1,4,5,2,62,34,7
441, Olimp. derevnia ,8100000,1,walk,realtor                 ,0,0,2,11,1,41,19,8
442, Baumanskaia ,11000000,11,walk,realtor                 ,0,0,6,12,1,47,33,9
443, Olimp. derevnia ,9200000,1,walk,realtor                 ,0,1,4,15,1,52,39,8
444, Olimp. derevnia ,24500000,1,walk,realtor                 ,0,0,4,8,3,105,59,15
445, Tcvetnoi bulvar ,8000000,3,walk,realtor                 ,0,0,7,9,1,34,22,7
446, Olimp. derevnia ,21500000,1,walk,realtor                 ,0,0,4,22,2,73,39,11
447, Liublino ,8000000,1,walk,realtor                 ,0,0,7,8,1,53,27,14
448, Olimp. derevnia ,9150000,1,walk,realtor                 ,0,0,7,15,1,64,47,12
449, Olimp. derevnia ,21000000,1,walk,realtor                 ,0,0,12,16,2,91,61,25
450, Bibirevo ,15500000,25,walk,realtor                 ,0,1,9,23,3,86,47,15
451, Olimp. derevnia ,8050000,1,walk,realtor                 ,0,3,3,17,1,40,20,8
452, Volokolamskaia ,8000000,12,walk,realtor                 ,0,0,9,25,1,41,20,11
453, Olimp. derevnia ,26000000,1,walk,realtor                 ,0,1,3,5,3,131,91,30
454, Olimp. derevnia ,16500000,1,walk,realtor                 ,0,1,4,14,2,73,43,10
455, Fonvizinskaia ,8000000,16,walk,realtor                 ,0,0,5,17,1,39,20,8
456, Olimp. derevnia ,16000000,1,walk,realtor                 ,0,0,3,10,2,75,41,10
457, Paveletckaia ,20500000,16,walk,realtor                 ,0,0,5,9,2,69,37,9
458, Olimp. derevnia ,18300000,1,walk,realtor                 ,0,0,2,10,3,113,96,12
459, Ulitca 1905 goda ,20500000,6,walk,realtor                 ,0,0,7,9,2,58,33,9
460, Volzhskaia ,15500000,10,walk,realtor                 ,0,3,18,20,2,54,34,9
461, Olimp. derevnia ,12800000,1,walk,realtor                 ,0,6,13,16,2,56,33,10
462, Olimp. derevnia ,13100000,1,walk,realtor                 ,0,3,2,14,2,65,37,10
463, Komsomolskaia ,12500000,9,walk,realtor                 ,0,2,4,6,2,65,44,10
464, Olimp. derevnia ,23600000,1,walk,realtor                 ,0,1,13,18,3,127,64,14
465, Olimp. derevnia ,11500000,1,walk,realtor                 ,0,0,18,22,1,57,26,13
466, Kaluzhskaia ,22500000,23,walk,realtor                 ,0,0,15,23,3,112,59,12
467, Olimp. derevnia ,20500000,1,walk,realtor                 ,0,1,2,17,2,84,24,8
468, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
469, Olimp. derevnia ,15500000,1,walk,realtor                 ,0,0,3,8,3,71,58,8
470, Oktiabrskoe pole ,20500000,5,transport,realtor                 ,0,1,7,15,2,74,57,10
471, Olimp. derevnia ,16000000,1,walk,realtor                 ,0,0,5,8,2,88,52,12
472, Olimp. derevnia ,11500000,1,walk,realtor                 ,0,0,7,14,1,57,40,12
473, Olimp. derevnia ,17950000,1,walk,realtor                 ,0,2,15,17,3,128,66,13
474, Olimp. derevnia ,11450000,1,walk,realtor                 ,0,3,8,10,1,38,18,9
475, Nizhegorodskaia ,11500000,13,walk,realtor                 ,0,3,16,18,1,49,24,11
476, Olimp. derevnia ,15500000,1,walk,realtor                 ,0,3,3,7,3,64,43,6
477, Olimp. derevnia ,10850000,1,walk,realtor                 ,0,1,12,14,1,39,20,8
478, Olimp. derevnia ,11300000,1,walk,realtor                 ,0,0,3,14,1,37,20,10
479, Maiakovskaia ,11500000,5,walk,realtor                 ,0,0,7,10,1,60,43,12
480, Olimp. derevnia ,13050000,1,walk,realtor                 ,0,0,8,22,2,59,39,10
481, Mendeleevskaia ,18300000,1,walk,realtor                 ,0,1,2,10,3,113,96,12
482, Olimp. derevnia ,8000000,1,walk,realtor                 ,0,0,7,12,1,43,22,9
483, Olimp. derevnia ,10800000,1,walk,realtor                 ,0,0,12,14,1,41,20,10
484, Aeroport ,13100000,13,walk,realtor                 ,0,0,2,14,2,65,37,10
485, Olimp. derevnia ,10800000,1,walk,realtor                 ,0,0,8,9,1,33,19,9
486, Olimp. derevnia ,21500000,1,walk,realtor                 ,0,0,14,40,2,100,51,16
487, Beliaevo ,11500000,16,walk,realtor                 ,0,2,18,22,1,57,26,13
488, Olimp. derevnia ,10800000,1,walk,realtor                 ,0,0,15,31,1,57,38,14
489, Olimp. derevnia ,13300000,1,walk,realtor                 ,0,0,2,14,2,56,31,9
490, Park Pobedy ,15500000,8,walk,realtor                 ,0,0,3,8,3,71,58,8
491, Olimp. derevnia ,10750000,1,walk,realtor                 ,0,0,10,22,1,51,21,17
492, Olimp. derevnia ,20500000,1,walk,realtor                 ,0,0,4,6,2,58,24,12
493, Tekstilshchiki ,15500000,18,walk,realtor                 ,0,1,15,23,3,93,76,12
494, Olimp. derevnia ,10650000,1,walk,realtor                 ,0,0,2,8,1,35,18,7
495, Tushinskaia ,8500000,20,walk,realtor                 ,0,1,10,25,1,44,22,13
496, Petrovsko-Razumovskaia ,11500000,11,walk,realtor                 ,0,1,7,14,1,57,40,12
497, Studencheskaia ,8500000,6,walk,realtor                 ,0,4,3,5,1,39,21,8
498, Park kultury ,11450000,7,walk,realtor                 ,0,3,8,10,1,38,18,9
499, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
500, Botanicheskii sad ,13050000,8,walk,realtor                 ,0,4,8,18,2,63,32,14
501, Marksistskaia ,20500000,10,walk,realtor                 ,0,4,2,6,2,71,33,25
502, Slavianskii bulvar ,11000000,6,walk,realtor                 ,0,4,12,19,1,51,24,14
503, Narodnoe Opolchenie ,16500000,25,walk,realtor                 ,0,0,6,23,2,70,41,13
504, Paveletckaia ,11150000,14,walk,realtor                 ,0,0,2,7,1,52,39,8
505, Belorusskaia ,10600000,7,walk,realtor                 ,0,0,5,8,1,44,29,10
506, Oktiabrskoe pole ,11100000,9,walk,realtor                 ,0,1,3,9,1,56,31,7
507, Teplyi Stan ,19000000,3,transport,realtor                 ,0,0,2,17,3,100,71,14
508, Polezhaevskaia ,10500000,8,walk,realtor                 ,0,0,2,6,1,53,30,10
509, Avtozavodskaia ,11100000,1,walk,realtor                 ,0,2,13,15,1,75,51,19
510, Mendeleevskaia ,21500000,1,walk,realtor                 ,0,1,3,10,2,79,62,12
511, Mendeleevskaia ,10500000,4,walk,realtor                 ,0,0,3,5,1,33,20,7
512, Shchukinskaia ,11000000,24,walk,realtor                 ,0,0,5,29,1,57,31,13
513, Olimp. derevnia ,19500000,1,walk,realtor                 ,0,0,8,25,3,142,76,33
514, Novoslobodskaia ,16500000,6,walk,realtor                 ,0,0,2,12,2,61,31,10
515, Preobrazhenskaia ploshchad ,10350000,10,walk,realtor                 ,0,0,3,16,1,38,18,10
516, Marina Roshcha ,12500000,13,walk,realtor                 ,0,0,8,15,2,56,34,10
517, Olimp. derevnia ,8300000,1,walk,realtor                 ,0,0,4,9,1,33,22,6
518, Troparevo ,19000000,5,walk,realtor                 ,0,1,3,29,3,111,69,13
519, Alekseevskaia ,10350000,18,walk,realtor                 ,0,0,15,22,1,46,19,11
520, Lefortovo ,8400000,5,walk,realtor                 ,0,0,12,14,1,35,20,9
521, Olimp. derevnia ,8300000,1,walk,realtor                 ,0,0,6,16,1,36,19,9
522, VDNKh ,13300000,1,transport,realtor                 ,0,0,4,10,2,66,36,10
523, Olimp. derevnia ,8000000,1,walk,realtor                 ,0,0,2,6,1,46,28,12
524, Marina Roshcha ,15500000,14,walk,realtor                 ,0,0,14,22,3,87,69,13
525, Olimp. derevnia ,11000000,1,walk,realtor                 ,0,0,13,15,1,40,19,9
526, Novogireevo ,16000000,6,walk,realtor                 ,0,0,9,14,2,68,38,11
527, Chkalovskaia ,16500000,11,walk,realtor                 ,0,0,2,6,2,64,35,9
528, Olimp. derevnia ,10250000,1,walk,realtor                 ,0,0,4,23,1,77,62,10
529, Ulitca Starokachalovskaia ,13300000,5,walk,realtor                 ,0,11,8,17,2,53,31,9
530, Tulskaia ,21950000,10,transport,owner                 ,0,768,3,5,3,71,56,9
531, Botanicheskii sad ,16500000,21,walk,realtor                 ,0,6,2,35,2,75,41,12
532, Olimp. derevnia ,15500000,1,walk,realtor                 ,0,9,16,20,3,103,85,13
533, Molodezhnaia ,11000000,3,walk,realtor                 ,0,6,12,31,1,87,41,41
534, Leninskii prospekt ,25500000,15,walk,realtor                 ,0,9,3,7,3,88,61,10
